lat,lng,heading,pred,gt,diff,img_url,lbl_url,model
1.464214838923537,103.7680466183046,120,0.0863469,0.1415816326530612,0.0552347306998408,https://bnz06pap004files.storage.live.com/y4mnWyu5UI6jqednXUjtf3SEEXm_j3pHRscgHnA1eNTyA4F6xnuTcc00yJnUUdgRTvwZ3RMd57rDg19d_iZNEcY8Tw1ctrhUtrZ-XxS9hiRV9w1BVzThQkr_2uvY5ymgOYLxzOcz4qc--E-roKzYwgv2OfO4JypQP8U6ajLRJO34svwqhB0p2ozErD55E18C4kP?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4m-2-UADrPbbZYmFgnvrKJ-aN5ihgMNlHwPYcbzPBIaD0TTZSaNXQz5HmjPYkDchM6s0dtOpzqVB6nbuDymx98WWwMLpi6brOiA2b0t8vCgYesimht1b7YNl2oe2MYAJtvARltvhktxiRTpzJwHV55_LwDyn1iKRhO_aoS2OfMpiv1i8SIfwhpefaqIeJQmxcB?width=640&height=640&cropmode=none,DCNN
1.45906910621281,103.7668877466677,180,0.018569406,0.0,0.0185694061219692,https://bnz06pap004files.storage.live.com/y4m8EBtDZVTVRh1nOjpbewPuvFrBgbzt5dDMkAEQFfd9fuIT9uYCPMEQ9_E7TWxXhlRC2gyof2u0t_y2XP7RBDNO7Jg-ZjIjp4WuMWZ6ZVZwvTfFzrUAIcsd3Qsa0UHyTocXDyby-DeWp64fPwwV-DL_pqaQ0lLpel67YhFSLFdMUV49XnjxpswehJEaSLI4u6e?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4mI9h36OavbMPE3lZMKWlOZnHMIdeyK-bn70DOYM6dPgnmTKkyXKw9jmV_ygdqPevdEQ8LsbYrC8xABTT_AIjGF4KsRlxm2-b3MdfdCq32sD73ecGGYg2werliHSYqEbbPR4TEUw1UgTiRepVU2OWjyxanwJFUY8zT1cCOLy2inwmzhajYui1vTLlvX8DW25pD?width=640&height=640&cropmode=none,DCNN
1.463961299646011,103.7717313271459,180,0.15401544,0.1973254145408163,0.0433099777722845,https://bnz06pap004files.storage.live.com/y4mmuBk7KTmUtcy_5vg6JOt1jfUfbXeL3WmMp-8cGktp0rTr08DZP7eKQrIc_lHGN5CBpap7kRSDeNi_z3Jup4pU6FZ8stZHkIi2klqULuedfoxJFU0oX96bslCeZC_5lUsPaxsTN6X5QblDd3wiTBmKRC0NxmQN7eoz9qY_Fl-fHLcuY6dSzq6GKjhZp-jcM-N?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4mWL6O0FpvWh5dOjxbfTq61r60atw7nJkjY2fZ0W7S3fZzx7DK8ybLush_P4GEYobXMjWGlYIHOYw_cCnPctBMPXb-kH45ab4IJPp_zZTNyf_mDXXsWTqbxrMdAGNmeNmksC5WR4QDuNnG2aiNmQmQr2Yg7Id2YxdQSE85ETfEPE4sFMrQW3Snq8BjZN3VVu3v?width=640&height=640&cropmode=none,DCNN
1.467388080645603,103.7654123835077,0,0.025450818,0.0400789221938775,0.014628103953235,https://sat02pap003files.storage.live.com/y4mw2zcqzNsSqfqpDvKX1ROpX6mKC2gEVbCgcj43yhYtUW9IfLz6fenJ7bmx1lXmmBdrtRqyx9I997mCqEYzJ9Qm8iXwF6EQDkAiUgC4lO6jFhvYkqSPLWEyC9APjYhj993hVHUc-nsB4qXv7jyxxZmy_LOVckWmRSD1c7mJ4vFcW0QDFBnHcki2B5W7SEILhVV?width=640&height=640&cropmode=none,https://bnz05pap002files.storage.live.com/y4mG62zs7kRbuw7Cx4DVfvzHIV63lsAvBNcIjxO5e85_yaYf9Q7NEx6bovUcfbYyObxzo_1EfVWkBZ6OzRRVMEv14zR2AHBDYDaLK20syF0ME0mBRijTP0mD2GhT4_aHR-hoMPe8DUS3XUJi51rePgZub34U-RFc4yfhWl_AezmaWphL7u1g_zEl1H44L2pMiOg?width=640&height=640&cropmode=none,DCNN
1.46385196757463,103.7714928793899,180,0.05286829,0.0,0.0528682917356491,https://bnz06pap004files.storage.live.com/y4myf2e4IDb-gs5T1_ETcTFfi_fUBH7vNu0TUcTvWGKAZq9l5XStQ9NzzOc9w0_L7vSEiDqrxal-JYODb1q-ZItRzgBR2LphlGOXa9QjWF9dzaxbxlChaUOe6COwkWOh_IaYamGyjK3MA6JLtlWORJ_X5TKu8pxyEt-VCotwij4L5diJpjtOdRbAUNOFBFaB56X?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4mn-Q0kb5jJw-40G2yGf9Exp1xoshRQm1zUVD8jEOqvvt5XZvE5f5BLOed0IO55Y734le9y2xJWc1u_4hI7CEZCR9geQ8CAvMZYl0gVIKqXOvZrWpZfR48esKAv8fcHuhB0d1wBpjPcVsAOW3XmhuW9aGThtJNC5JTZaGkyKouKhNbDi2M41by1d-9yu_mu-yZ?width=640&height=640&cropmode=none,DCNN
1.46236597964198,103.758574895118,300,0.526881,0.4711415816326531,0.0557393979053107,https://bnz06pap004files.storage.live.com/y4mz5QuiiTZc85cKZCVHKmKm_hoenbZRGfnlcAyT2uuNf9OxOKjXrsLYLZ7doJZDm8FuP0mYqC-Yu9f3fkdPEp_akd1LlSjtY-SopvF0YKPcFX_V3uAbIPuWDPUA62QJ6Yh5GoTcIF_L516yRwqYMQcayAc_IeJbPRsG95BATcyHL9KqFEB0u4kLWlHMhO_zafx?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4m5Nn_Ho5jFYoSNG4tKDa-bugRajZ-EKeI1F7G0iva8d7-Q4C_HDv_veAYNbuBsBBKgTXkNeIue6C9V9zEKnBBMBm_8r-2EcOBPY_WgbBWNH3yjk-72x4A5LI96iCEIebrfF516jMonv7qgNw-FaV5WBecxKS2Ly-diGjyxLxtvFCo-3WPra_6REMAEdDOJqPc?width=640&height=640&cropmode=none,DCNN
1.46430060487353,103.7620330248245,120,0.31754765,0.2660634566326531,0.0514841925124732,https://bnz06pap004files.storage.live.com/y4msnIs05_X-LQFL0Z7FpgsfUyubtsoJHgB97ttNhgAyYdFqtFcPMRdPYo6fcvgRH9OCIEsQUVy-RWP4FgoMV8pcctB-r5YwpE5VaIRl_QwvZPIYUyQu0VP5ZIyRJDKH6QKaIMKzaHxC_dPAAKZtJdo4Ya5UFc3wxiiqhore0f3fu-i_A94pdzU07q89LmAXkib?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4m4eAA5d_MC2IyLe28j7gVpkYxnB6n3Uv5BBe_a0fZE1CdVC_eTZw-x3fxr96piaTo6Av5n9ZXtWRIp5jPmIKTltwCnO_dx6gj8YMyFeqkcilQn-hy_Z31wxui7f0kJfls3RdD_PDrns0EvSxfQzqwHtWd4SSeM2L7ZE90y2wBSSTdiAm61C1D8lh9o7aAlVuF?width=640&height=640&cropmode=none,DCNN
1.464722211306922,103.7567332831377,120,0.5971873,0.6220304528061225,0.0248431721512152,https://sat02pap003files.storage.live.com/y4mZRV_xMeBIbLt9TmKSdw5dO0Si-dXYIi_1PRlSdzmc4PN7l5qc2-n3Jj6LYZijw0SEXPTTsaY4x7-pvsi16IsOAW-zvV-Tb1mBlhg4OPZ0-ZM7UAZdzOVz9COC_Lsm472vfYYlSLEiMFBKwE8eZxMz_HQcUdeUUDfs5oZ_jLQiqLLzX969M-fPHNvBIUmECVz?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4mj4ndzuGLQR19LLREsqRwVgUfiNAph30AotLr5apRNNZ2_d-XknwtxRyQZZhR8ESM4fsOChO0JFhaoScMA7E-qYd5Dpz8Chq6CnrvbzT_GNWi66wyTRuc0gukYWEtZ8nhi_mG_bVHuNhjxG6FmtYg_ZP9MlnpdquCKwys2ZiCa4X--BWC0R8Bb7iVA5y95obD?width=640&height=640&cropmode=none,DCNN
1.462862716977899,103.7547995824009,240,0.37937227,0.4083625637755102,0.0289902948603338,https://bnz06pap004files.storage.live.com/y4mmTcqeROB3wFJ_v1PF3JH6fMMhMlxuG1qi8VdBdS9p9oi4-SEO6fBGuiXLKvSGdOcQ9cQkYG7-9-I4lYX9gLFZgPvbOwckuPEPxZm_juavMIGKnHe13eA3V0BLGRQ82VaKkek7cGlR0_tGCL2sPla7u3fpzI89pEHSJo4DIdYAHDc43nlzkNUGmwRorK91twA?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4mhc2s5W5lUc98PGySFkpa94c3BvQaHbyy7fLl61IAdgxau15Cic8oiFSj9gCKezXO6uknGi7uSavftJYa6tiJ0KJo-IOZzF_v9l4k32LJm2Q5uEuh9SFcjhsWbJKbCJv05F2jXL1VznrlnSZfR4oT2KUDkvuTpx20Eg8b0YZZ7dMI_GVF3DuZfCyY7v00oWDS?width=640&height=640&cropmode=none,DCNN
1.465502135945669,103.7556340918723,120,0.3272487,0.3915417729591837,0.0642930804466714,https://sat02pap003files.storage.live.com/y4meG7p7gOm2b2LyLtWVn--VEgjpINAbxtTGhl7m6ZPd3IeSvCyFXZO-WzXla9QFB4TW1As6Py9eB-5L3hC6kTV3WOYUN-sHDzElFuGFhLbeXBwham25vXwsjF5ylt_9DEF6ivWUnTzpDWOObRWo23anIM0EYAF3HICxaM3W2ptKica43z8qYEuxCVAGAl0A_eO?width=640&height=640&cropmode=none,https://sat02pap003files.storage.live.com/y4mdTbDA4Q_qKjW3ywebH1kAv5DdSOeshJ0tFAJ3GQX7EdI1F3CEi8EtAPrvVWGOX1skMNC966KUudIgqj_umx5W8a58Za9cXR9OU0yc7vk5U0BR7ruS1zokb52XN0knbAnfxFG6eVe8IcdCJP7pB8LfMxgdTCQZD-53g6bi13O6cxad1gACZ7CETiZghDwFw49?width=640&height=640&cropmode=none,DCNN
